time,wdir,gust,ws,rain,press,atemp,hum,dew
2019-02-09 21:56:53,229,38.35,26.21,0.14,1011.49,16.2,66.678,10.005
2019-02-09 22:06:54,227,45.14,16.17,0.14,1011.37,16.2,66.052,9.865
2019-02-09 22:16:54,230,44.95,13.1,0.14,1011.35,16.3,65.96,9.939
2019-02-09 22:27:00,218,39.46,21.85,0.14,1011.11,16.4,66.281,10.106
2019-02-09 22:36:56,243,41.56,11.36,0.14,1011.31,16.5,65.838,10.101
2019-02-09 22:46:57,242,29.32,8.73,0.14,1011.15,16.5,65.96,10.129
2019-02-09 22:56:57,231,38.83,18.78,0.279,1011.17,16.5,65.945,10.126
2019-02-09 23:06:58,238,38.09,18.34,0.14,1011.11,16.5,65.64,10.056
2019-02-09 23:16:58,229,36.7,16.58,0.14,1010.99,16.5,65.861,10.107
2019-02-09 23:26:59,284,49.86,26.65,0.14,1011.15,16.4,66.014,10.046
2019-02-09 23:37:05,285,54.6,18.36,0.279,1011.09,16.2,65.548,9.751
2019-02-09 23:47:00,258,49.94,15.29,0.279,1010.83,16,65.587,9.57
2019-02-09 23:57:02,270,35.3,13.55,0.279,1011.23,15.8,65.785,9.425
2019-02-10 00:07:01,253,28.53,16.15,0.279,1010.77,15.7,65.655,9.3
2019-02-10 00:17:01,240,29.11,13.54,0.279,1010.55,15.6,65.587,9.19
2019-02-10 00:27:02,242,26.17,10.47,0.279,1010.61,15.5,65.884,9.162
2019-02-10 00:37:02,241,33.54,12.23,0.279,1010.45,15.4,66.052,9.105
2019-02-10 00:47:08,246,38.28,13.97,0.14,1010.47,15.5,66.136,9.218
2019-02-10 00:57:04,242,29.73,20.5,0.14,1010.37,15.4,66.586,9.224
2019-02-10 01:07:09,249,38.04,7.43,0.14,1010.19,15.4,66.685,9.246
2019-02-10 01:17:05,245,33.48,14.82,0,1010.01,15.3,66.929,9.205
2019-02-10 01:27:06,255,41.31,9.16,0,1009.95,15.3,67.166,9.257
2019-02-10 01:37:06,253,31.4,15.28,0,1009.99,15.2,66.99,9.123
2019-02-10 01:47:06,243,36.72,14.42,0,1009.91,15.2,66.815,9.084
2019-02-10 01:57:06,247,30.45,10.49,0,1009.89,15.1,66.853,8.998
2019-02-10 02:07:07,249,34.57,3.5,0,1009.7,15,66.914,8.916
2019-02-10 02:17:12,284,55.38,17.48,0,1009.93,15,66.807,8.892
2019-02-10 02:27:08,262,48.33,7.86,0,1009.64,14.9,66.815,8.799
2019-02-10 02:37:09,256,39.51,9.18,0.14,1009.97,14.8,67.036,8.753
2019-02-10 02:47:10,240,54.27,13.1,0.14,1009.87,14.8,66.922,8.727
2019-02-10 02:57:11,241,31.3,15.73,0.14,1009.76,14.8,66.891,8.721
2019-02-10 03:07:16,237,41.98,15.71,0.14,1009.62,14.7,66.823,8.61
2019-02-10 03:17:12,281,58.87,24.04,0.14,1009.52,14.6,67.28,8.616
2019-02-10 03:27:12,276,57.24,10.05,0.14,1009.6,14.6,67.494,8.662
2019-02-10 03:37:12,280,45.05,24.44,0,1009.56,14.5,67.54,8.577
2019-02-10 03:47:13,265,54.39,16.61,0,1009.48,14.5,67.669,8.605
2019-02-10 03:57:14,271,40.86,6.52,0,1009.56,14.4,67.83,8.545
2019-02-10 04:07:15,265,44.07,16.17,0,1009.3,14.4,67.952,8.571
2019-02-10 04:17:15,274,31.57,5.24,0,1009.3,14.4,67.822,8.543
2019-02-10 04:27:16,301,45.55,18.78,0,1009.52,14.4,68.089,8.601
2019-02-10 04:37:17,289,70.27,31.45,0.279,1009.56,14.4,68.6,8.711
2019-02-10 04:47:17,278,52.29,21.83,0.419,1009.34,14.3,68.585,8.613
2019-02-10 04:57:18,316,66.97,34.01,0.419,1009.52,14.3,69.935,8.9
2019-02-10 05:07:23,307,45.84,26.2,0.419,1009.52,14,70.324,8.695
2019-02-10 05:17:19,312,42.48,22.65,0.419,1009.62,13.8,70.607,8.562
2019-02-10 05:27:19,309,48.12,29.24,0.419,1009.8,13.6,70.759,8.403
2019-02-10 05:37:19,306,35.23,19.66,0.419,1009.54,13.5,70.843,8.324
2019-02-10 05:47:21,309,55.6,29.64,0.14,1009.87,13.4,71.164,8.295
2019-02-10 05:57:26,326,56.23,26.63,0.559,1010.09,13.5,71.187,8.395
2019-02-10 06:07:21,327,44.33,27.48,0.559,1010.07,13.3,71.385,8.244
2019-02-10 06:17:23,316,42.99,26.63,0.559,1009.97,13.1,71.469,8.07
2019-02-10 06:27:23,316,40.04,17.02,0.559,1009.97,12.9,71.705,7.926
2019-02-10 06:37:24,325,60.83,31,0.698,1010.31,12.9,72.163,8.019
2019-02-10 06:47:23,310,49.96,21.84,0.698,1010.01,12.7,72.079,7.81
2019-02-10 06:57:24,314,47.62,28.85,0.419,1010.17,12.5,72.293,7.661
2019-02-10 07:07:25,310,45.95,25.31,0.14,1010.15,12.3,72.651,7.541
2019-02-10 07:17:25,307,40.34,20.94,0.279,1010.13,12.2,73.346,7.584
2019-02-10 07:27:25,309,43.24,24.45,0.419,1010.29,12.2,74.055,7.725
2019-02-10 07:37:26,317,49.49,20.97,0.698,1010.31,12.1,74.521,7.72
2019-02-10 07:47:27,314,37.85,20.98,0.559,1010.35,12.1,74.734,7.762
2019-02-10 07:57:27,324,37.27,27.91,0.559,1010.51,11.9,74.986,7.618
2019-02-10 08:07:28,324,32.31,27.41,0.559,1010.51,11.9,75.154,7.651
2019-02-10 08:17:28,320,33.43,16.16,0.559,1010.39,11.9,75.299,7.679
2019-02-10 08:27:28,319,42.79,12.23,0.419,1010.41,11.8,75.436,7.609
2019-02-10 08:37:29,319,20.75,12.23,0.279,1010.45,11.9,75.299,7.679
2019-02-10 08:47:29,320,29.19,19.19,0.14,1010.67,11.9,75.253,7.67
2019-02-10 08:57:30,313,26.63,17.02,0.14,1010.67,11.8,75.337,7.59
2019-02-10 09:07:29,317,45.95,14.85,0.279,1010.89,11.8,75.36,7.594
2019-02-10 09:17:30,319,33.57,14.86,0.279,1010.99,11.7,75.276,7.481
2019-02-10 09:27:30,328,44.05,17.87,0.419,1010.81,11.7,75.07,7.441
2019-02-10 09:37:31,322,31.85,17.47,0.279,1010.81,11.5,74.605,7.157
2019-02-10 09:47:32,316,28.66,11.34,0.279,1010.83,11.4,74.711,7.082
2019-02-10 09:57:32,314,24.9,18.36,0.279,1010.85,11.3,74.978,7.037
2019-02-10 10:07:33,322,24.47,9.18,0.279,1010.83,11.3,75.039,7.049
2019-02-10 10:17:33,310,29.28,18.74,0.14,1010.73,11.2,75.253,6.994
2019-02-10 10:27:34,317,34.1,24.82,0.14,1010.57,11.1,75.23,6.893
2019-02-10 10:37:34,308,68.6,22.22,0,1010.63,11,74.963,6.744
2019-02-10 10:47:34,312,48.76,19.21,0,1010.39,11,74.994,6.75
2019-02-10 10:57:35,306,29.54,14.86,0,1010.17,10.9,74.925,6.641
2019-02-10 11:07:35,288,29.11,14.81,0,1010.31,10.8,74.597,6.48
2019-02-10 11:17:36,292,28.76,9.6,0,1010.21,10.8,74.559,6.473
2019-02-10 11:27:36,312,37.02,18.8,0,1010.25,10.8,74.742,6.509
2019-02-10 11:37:37,311,39.06,17.47,0,1010.21,10.9,74.978,6.651
2019-02-10 11:47:38,312,37.53,22.67,0,1010.21,10.9,74.811,6.618
2019-02-10 11:57:38,322,53.75,23.57,0.14,1010.39,10.9,75.07,6.669
2019-02-10 12:07:39,317,39.23,7.86,0.14,1010.43,10.9,75.146,6.683
2019-02-10 12:17:39,36,22.72,8.3,0.14,1010.39,10.9,74.833,6.623
2019-02-10 12:27:41,323,20.3,14.84,0.14,1010.49,10.9,74.498,6.558
2019-02-10 12:37:40,319,22.13,9.62,0.14,1010.57,10.9,74.452,6.549
2019-02-10 12:47:40,33,26.19,12.66,0.14,1010.61,10.9,74.353,6.529
2019-02-10 12:57:41,39,36.01,10.48,0.14,1010.93,10.8,74.292,6.421
2019-02-10 13:07:41,321,51.13,16.17,0,1011.15,10.8,73.941,6.353
2019-02-10 13:17:42,324,48.96,21.82,0,1011.23,10.6,73.391,6.052
2019-02-10 13:27:42,313,35.52,20.46,0,1011.17,10.5,73.048,5.888
2019-02-10 13:37:42,313,31.04,19.64,0,1011.15,10.3,73.147,5.715
2019-02-10 13:47:43,311,25.71,12.66,0.14,1011.07,10.2,73.247,5.638
2019-02-10 13:57:43,318,32.19,7.87,0.279,1011.39,10.2,73.43,5.674
2019-02-10 14:07:44,65,28.05,3.06,0.279,1011.25,10.2,73.491,5.686
2019-02-10 14:17:44,321,16.1,4.37,0.279,1011.63,10.2,73.46,5.68
2019-02-10 14:27:45,320,22.5,7.29,0.279,1011.72,10.2,73.33,5.655
2019-02-10 14:37:46,320,72.82,2.18,0.279,1011.7,10.3,73.422,5.769
2019-02-10 14:47:47,67,7.77,0,0.14,1011.72,10.3,73.262,5.738
2019-02-10 14:57:47,63,0,0,0.14,1011.76,10.3,73.269,5.739
2019-02-10 15:07:48,96,2.91,2.62,0,1012.1,10.4,73.536,5.888
2019-02-10 15:17:48,90,6.14,1.75,0,1012.1,10.4,73.689,5.918
2019-02-10 15:27:49,84,3.75,0,0,1012.38,10.4,73.483,5.877
2019-02-10 15:37:49,109,6.85,1.75,0,1012.36,10.4,73.094,5.801
2019-02-10 15:47:50,49,5.15,2.19,0,1012.7,10.4,72.781,5.739
2019-02-10 15:57:51,47,6.36,6.12,0,1013.02,10.5,72.964,5.872
2019-02-10 16:07:51,320,14.73,4.8,0,1013.07,10.8,73.956,6.356
2019-02-10 16:17:52,319,21.27,7.43,0,1013.23,11.2,74.788,6.904
2019-02-10 16:27:52,319,16.64,8.3,0,1013.51,11.9,76.108,7.835
2019-02-10 16:37:52,33,21.35,13.53,0,1013.73,12.8,77.214,8.919
2019-02-10 16:47:52,34,20.72,3.5,0,1013.87,13,75.245,8.731
2019-02-10 16:57:54,42,16.69,7.87,0,1013.95,12.9,73.597,8.308
2019-02-10 17:07:54,37,11.72,5.68,0,1014.05,12.9,73.514,8.292
2019-02-10 17:17:54,322,12.84,4.81,0,1014.25,13,73.628,8.411
2019-02-10 17:27:54,324,20.89,12.23,0,1014.43,12.9,73.124,8.214
2019-02-10 17:37:54,315,18.21,10.92,0,1014.53,12.9,72.72,8.132
2019-02-10 17:47:55,323,19.48,11.79,0,1014.61,12.8,72.323,7.956
2019-02-10 17:57:55,323,25.84,7.41,0,1014.85,12.8,71.774,7.844
2019-02-10 18:07:55,326,22.18,15.3,0,1015.02,12.7,71.293,7.65
2019-02-10 18:17:55,323,26.63,10.49,0,1015.12,12.6,70.675,7.427
2019-02-10 18:27:56,316,24.42,9.18,0,1015.32,12.6,70.271,7.343
2019-02-10 18:37:56,316,18.02,10.49,0,1015.3,12.6,70.576,7.406
2019-02-10 18:47:56,315,21.24,9.62,0,1015.34,12.6,70.553,7.401
2019-02-10 18:57:57,309,16.14,8.3,0,1015.4,12.6,70.775,7.447
2019-02-10 19:07:57,302,20.3,15.28,0,1015.5,12.7,70.759,7.54
2019-02-10 19:17:58,319,21.78,14.86,0,1015.56,12.8,70.63,7.609
2019-02-10 19:27:58,294,20.38,6.56,0,1015.64,12.9,70.653,7.709
2019-02-10 19:37:58,319,19.24,13.07,0,1015.7,13,70.66,7.807
2019-02-10 19:47:58,309,16.68,11.8,0,1015.64,13.1,70.66,7.903
2019-02-10 19:57:59,312,29.01,12.67,0,1015.62,13.2,70.706,8.008
2019-02-10 20:07:59,308,28.72,16.61,0,1015.72,13.3,70.263,8.012
2019-02-10 20:17:59,305,28.2,11.8,0,1015.66,13.3,69.813,7.918
2019-02-10 20:28:00,318,29.84,17.9,0,1015.64,13.3,69.546,7.861
2019-02-10 20:38:00,316,34.45,10.92,0,1015.62,13.4,69.356,7.917
2019-02-10 20:48:01,316,34.41,14.42,0,1015.56,13.5,69.18,7.975
2019-02-10 20:58:01,306,37.08,18.35,0,1015.52,13.4,68.059,7.641
2019-02-10 21:08:02,314,36.04,22.27,0,1015.6,13.4,68.15,7.66
2019-02-10 21:18:02,314,31.81,17.46,0,1015.78,13.4,68.257,7.683
2019-02-10 21:28:08,318,35.12,23.6,0,1015.72,13.5,68.326,7.793
2019-02-10 21:38:04,310,35.36,14.82,0,1015.68,13.5,67.83,7.687
2019-02-10 21:48:04,310,34.15,24.47,0,1015.8,13.5,67.769,7.674
2019-02-10 21:58:04,310,44.99,20.96,0.14,1015.9,13.5,67.235,7.558
2019-02-10 22:08:05,310,42.48,23.54,0.14,1015.8,13.5,66.777,7.458
2019-02-10 22:18:05,310,41.35,22.7,0.14,1016.02,13.6,66.853,7.57
2019-02-10 22:28:06,316,39,24.46,0.14,1016.06,13.6,66.945,7.59
2019-02-10 22:38:11,319,38.14,26.2,0.14,1016.08,13.7,66.838,7.662
2019-02-10 22:48:07,320,46.57,17.89,0.14,1016.36,13.8,66.433,7.668
2019-02-10 22:58:08,319,47.93,17.46,0.14,1016.44,14,66.227,7.813
2019-02-10 23:08:09,315,42.29,18.72,0,1016.6,14.1,66.06,7.871
2019-02-10 23:18:10,318,40.97,16.14,0,1016.7,14.2,66.014,7.956
2019-02-10 23:28:11,320,38.65,22.72,0,1016.64,14.3,65.991,8.046
2019-02-10 23:38:11,319,34.8,13.98,0,1016.7,14.4,66.189,8.185
2019-02-10 23:48:16,306,37.55,20.93,0,1016.83,14.5,66.22,8.287
2019-02-10 23:58:12,307,33.41,15.29,0,1016.91,14.5,66.06,8.251
2019-02-11 00:08:13,314,35.72,19.24,0,1016.93,14.6,65.96,8.324
2019-02-11 00:18:13,314,34.09,28.8,0,1016.93,14.6,65.289,8.174
2019-02-11 00:28:14,312,38.02,21.31,0,1017.07,14.6,64.77,8.057
2019-02-11 00:38:14,312,32.22,15.74,0,1017.11,14.6,64.396,7.972
2019-02-11 00:48:15,311,39.63,14.86,0,1017.21,14.6,64.29,7.947
2019-02-11 00:58:15,316,38.38,15.73,0,1017.27,14.5,63.748,7.729
2019-02-11 01:08:21,319,37.96,9.61,0,1017.31,14.5,63.328,7.632
2019-02-11 01:18:15,321,34.53,17.91,0,1017.35,14.4,63.534,7.585
2019-02-11 01:28:16,321,39.75,17.01,0,1017.27,14.3,63.542,7.492
2019-02-11 01:38:17,319,40.36,24.89,0,1017.35,14.2,63.191,7.317
2019-02-11 01:48:18,308,40.92,9.16,0,1017.45,14,63.214,7.133
2019-02-11 01:58:18,317,35.4,18.75,0,1017.47,13.9,63.496,7.103
2019-02-11 02:08:19,316,41.89,16.14,0,1017.55,13.8,63.702,7.056
2019-02-11 02:18:24,320,36.91,21.85,0,1017.69,13.7,63.962,7.02
2019-02-11 02:28:20,321,41.93,26.64,0,1017.91,13.6,63.855,6.901
2019-02-11 02:38:21,317,37.08,9.18,0,1017.99,13.6,64.038,6.943
2019-02-11 02:48:21,320,31.86,18.8,0,1018.24,13.5,64.274,6.902
2019-02-11 02:58:22,311,28.1,11.36,0,1018.36,13.4,64.282,6.809
2019-02-11 03:08:22,318,27.84,13.09,0,1018.58,13.3,64.358,6.731
2019-02-11 03:18:22,319,38.87,13.52,0,1018.72,13.3,64.366,6.733
2019-02-11 03:28:23,312,24.84,4.36,0,1018.96,13.2,64.473,6.662
2019-02-11 03:38:24,315,23.4,10.04,0,1019.04,13.2,64.618,6.695
2019-02-11 03:48:24,317,24.08,17.04,0,1019.16,13.2,64.732,6.721
2019-02-11 03:58:25,312,21.55,6.12,0,1019.14,13.1,64.724,6.624
2019-02-11 04:08:25,313,17.82,6.55,0,1019.38,13.1,64.755,6.631
2019-02-11 04:18:26,312,20.82,13.56,0,1019.44,13,64.778,6.541
2019-02-11 04:28:26,320,16.74,6.11,0,1019.7,13,64.801,6.546
2019-02-11 04:38:28,307,17,5.25,0,1019.76,12.9,64.877,6.468
2019-02-11 04:48:33,324,16.79,7.84,0,1019.86,12.9,64.755,6.441
2019-02-11 04:58:28,315,15.52,10.88,0,1019.98,12.9,64.686,6.426
2019-02-11 05:08:27,321,14.39,4.36,0,1020.06,12.8,64.74,6.343
2019-02-11 05:18:28,321,16.68,6.55,0,1020.17,12.8,64.885,6.375
2019-02-11 05:28:28,317,18.96,10.03,0,1020.08,12.7,64.953,6.296
2019-02-11 05:38:29,316,15.82,8.72,0,1020.15,12.7,65.007,6.308
2019-02-11 05:48:29,314,20.92,6.55,0,1020.45,12.6,64.992,6.209
2019-02-11 05:58:35,322,22.1,16.15,0,1020.41,12.6,65.045,6.221
2019-02-11 06:08:30,319,19.79,15.26,0,1020.51,12.6,65.152,6.245
2019-02-11 06:18:31,321,19.04,12.67,0,1020.73,12.5,65.205,6.162
2019-02-11 06:28:31,313,20.14,10.06,0,1020.73,12.5,65.281,6.179
2019-02-11 06:38:31,320,20.89,6.56,0,1020.93,12.5,65.342,6.192
2019-02-11 06:48:33,318,15.74,4.81,0,1021.03,12.5,65.465,6.219
2019-02-11 06:58:34,310,14.11,8.75,0,1021.09,12.5,65.587,6.246
2019-02-11 07:08:38,315,17.19,6.99,0,1020.89,12.5,65.579,6.244
2019-02-11 07:18:33,315,14.43,7.43,0,1020.89,12.4,65.487,6.129
2019-02-11 07:28:35,318,15.96,5.68,0,1020.95,12.4,65.503,6.133
2019-02-11 07:38:35,319,15.47,7.43,0,1020.97,12.4,65.503,6.133
2019-02-11 07:48:36,326,21.84,17.04,0,1020.87,12.4,65.579,6.149
2019-02-11 07:58:41,321,18.62,8.3,0,1020.83,12.3,65.526,6.043
2019-02-11 08:08:37,318,18.78,6.98,0,1020.95,12.3,65.51,6.039
2019-02-11 08:18:42,322,18.6,9.59,0,1020.95,12.2,65.526,5.948
2019-02-11 08:28:38,323,16.31,8.3,0,1020.85,12.2,65.526,5.948
2019-02-11 08:38:38,321,17.73,2.62,0,1020.83,12.1,65.518,5.851
2019-02-11 08:48:38,313,11.23,4.37,0,1020.77,12.1,65.487,5.844
2019-02-11 08:58:38,316,12.76,3.93,0,1020.79,12.1,65.487,5.844
2019-02-11 09:08:38,322,13.75,6.55,0,1020.95,12,65.465,5.744
2019-02-11 09:18:40,322,12.56,2.62,0,1021.11,12,65.449,5.741
2019-02-11 09:28:40,39,10.27,3.5,0,1021.15,12,65.259,5.699
2019-02-11 09:38:41,43,11.18,0,0,1021.29,11.9,65.175,5.585
2019-02-11 09:48:42,71,11.21,2.19,0,1021.27,11.8,65.098,5.474
2019-02-11 09:58:42,115,7.43,2.62,0,1021.15,11.7,64.946,5.345
2019-02-11 10:08:43,90,3.72,3.5,0,1021.09,11.6,64.808,5.22
2019-02-11 10:18:44,93,4.01,0,0,1021.13,11.5,64.824,5.128
2019-02-11 10:28:44,53,9.72,2.62,0,1021.21,11.4,64.808,5.03
2019-02-11 10:38:44,321,8.6,0,0,1021.31,11.4,64.999,5.072
2019-02-11 10:48:45,109,4.59,0,0,1021.39,11.3,65.068,4.992
2019-02-11 10:58:46,121,0,0,0,1021.29,11.3,65.228,5.028
2019-02-11 11:08:47,105,4.83,3.05,0,1021.41,10.3,65.396,4.114
2019-02-11 11:18:48,113,5.28,1.75,0,1021.33,10.1,65.892,4.031
2019-02-11 11:28:49,119,4.41,3.5,0,1021.25,11.3,65.831,5.159
2019-02-11 11:38:49,120,4.71,2.62,0,1021.13,11.3,65.693,5.129
2019-02-11 11:48:50,163,4.84,2.62,0,1021.09,11.3,65.64,5.118
2019-02-11 11:58:51,161,5.15,2.18,0,1021.01,11.3,65.587,5.106
2019-02-11 12:08:51,153,4.89,0,0,1020.93,11.3,65.587,5.106
2019-02-11 12:18:51,120,5.2,3.06,0,1020.93,11.2,65.579,5.009
2019-02-11 12:28:52,120,3.44,0,0,1020.81,11.1,65.579,4.914
2019-02-11 12:38:52,120,0,0,0,1020.83,11.1,65.594,4.918
2019-02-11 12:48:53,30,0,0,0,1020.85,11.1,65.556,4.909
2019-02-11 12:58:54,34,2.34,0,0,1020.83,11,65.518,4.806
2019-02-11 13:08:54,255,0,0,0,1020.89,10.9,65.419,4.689
2019-02-11 13:18:55,141,5.97,4.81,0,1020.79,10.7,65.327,4.479
2019-02-11 13:28:55,151,8.15,5.24,0,1020.69,10.6,65.35,4.389
2019-02-11 13:38:57,142,9.27,3.5,0,1020.73,10.5,65.449,4.316
2019-02-11 13:48:57,148,8.04,4.37,0,1020.57,10.5,65.625,4.354
2019-02-11 13:58:58,157,8.92,4.81,0,1020.59,10.4,65.815,4.3
2019-02-11 14:08:58,152,7.31,3.5,0,1020.55,10.4,65.976,4.335
2019-02-11 14:18:59,134,7.07,3.5,0,1020.69,10.4,66.083,4.358
2019-02-11 14:29:04,115,4.18,1.24,0,1020.77,10.5,66.418,4.525
2019-02-11 14:38:59,40,2.78,0,0,1020.75,10.6,66.876,4.718
2019-02-11 14:49:00,39,0,0,0,1020.75,10.7,67.128,4.867
2019-02-11 14:59:01,102,0,0,0,1020.95,10.8,67.57,5.056
2019-02-11 15:09:02,165,0,0,0,1020.85,10.9,67.73,5.186
2019-02-11 15:19:02,120,4.16,1.75,0,1020.99,10.9,67.761,5.192
2019-02-11 15:29:02,154,8.33,5.67,0,1021.19,10.9,67.769,5.194
2019-02-11 15:39:03,147,10.87,3.94,0,1021.25,11,67.799,5.296
2019-02-11 15:49:03,144,13.64,7.87,0,1021.47,11,67.715,5.278
2019-02-11 15:59:03,132,11.75,6.99,0,1021.67,11.1,68.028,5.439
2019-02-11 16:09:03,149,15.18,3.94,0,1021.77,11.3,68.493,5.728
2019-02-11 16:19:04,151,13.81,8.31,0,1021.98,11.6,69.058,6.133
2019-02-11 16:29:05,140,13.69,4.37,0,1022,12.2,70.576,7.023
2019-02-11 16:39:05,150,13.16,10.49,0,1022.28,13.2,72.827,8.442
2019-02-11 16:49:05,143,13.67,8.73,0,1022.24,14.1,73.292,9.402
2019-02-11 16:59:06,150,13.66,4.81,0,1022.4,14.8,72.903,9.997
2019-02-11 17:09:06,155,12.3,7.87,0,1022.48,15.2,71.698,10.132
2019-02-11 17:19:06,151,13.33,10.49,0,1022.54,15.4,70.614,10.097
2019-02-11 17:29:06,142,46.27,5.67,0,1022.6,15.3,69.233,9.707
2019-02-11 17:39:06,139,14.37,10.93,0,1022.68,15.2,68.455,9.444
2019-02-11 17:49:08,144,15.5,8.3,0,1022.5,15.2,68.417,9.435
2019-02-11 17:59:08,152,15.57,11.8,0,1022.64,15.3,68.356,9.518
2019-02-11 18:09:08,154,15.96,6.54,0,1022.72,15.4,68.356,9.613
2019-02-11 18:19:10,217,17.32,11.81,0,1022.92,15.5,67.441,9.508
2019-02-11 18:29:09,218,28.75,15.72,0,1023,15.5,65.922,9.171
2019-02-11 18:39:09,215,24.87,13.54,0,1023.16,15.5,64.961,8.953
2019-02-11 18:49:09,214,22.39,9.6,0,1023.16,15.5,64.045,8.744
2019-02-11 18:59:10,220,20.09,8.74,0,1023,15.4,63.176,8.448
2019-02-11 19:09:10,225,12.98,3.5,0,1023.08,14.6,63.595,7.788
2019-02-11 19:19:10,229,12.29,6.98,0,1022.94,14.4,64.511,7.808
2019-02-11 19:29:10,228,13.42,4.81,0,1022.86,14.5,64.992,8.012
2019-02-11 19:39:11,254,8.51,0,0,1022.92,14.7,65.762,8.375
2019-02-11 19:49:11,287,7.62,4.37,0,1022.86,15,66.205,8.759
2019-02-11 19:59:11,231,9.05,6.99,0,1022.78,15.2,66.38,8.988
2019-02-11 20:09:12,253,10.13,1.31,0,1022.62,15.5,66.35,9.266
2019-02-11 20:19:12,250,9.44,0,0,1022.46,15.7,66.655,9.524
2019-02-11 20:29:12,263,8.36,4.81,0,1022.34,16.9,66.884,10.717
2019-02-11 20:39:13,265,7.67,4.81,0,1022.1,17.5,66.51,11.204
2019-02-11 20:49:13,295,8.64,6.99,0,1021.94,17.8,65.869,11.343
2019-02-11 20:59:14,285,10.7,8.29,0,1021.77,17.9,65.114,11.264
2019-02-11 21:09:15,277,11.17,3.93,0,1021.79,18.1,65.266,11.489
2019-02-11 21:19:15,242,8.2,3.06,0,1021.87,18.4,65.838,11.905
2019-02-11 21:29:17,232,14.96,13.12,0,1021.77,18.6,65.404,11.995
2019-02-11 21:39:16,239,12.91,2.62,0,1021.57,18.9,64.763,12.13
2019-02-11 21:49:17,250,10.22,4.8,0,1021.61,19.1,64.183,12.183
2019-02-11 21:59:19,244,10.4,4.81,0,1021.39,19.3,63.26,12.152
2019-02-11 22:09:19,248,8.27,0.87,0,1021.35,19.3,61.589,11.747
2019-02-11 22:19:19,246,8.88,0,0,1021.19,19.4,62.108,11.968
2019-02-11 22:29:20,255,11.56,1.75,0,1021.29,19.4,60.826,11.652
2019-02-11 22:39:20,269,6.38,4.81,0,1021.29,19.4,61.307,11.771
2019-02-11 22:49:21,278,8.46,3.06,0,1021.41,19.4,60.91,11.673
2019-02-11 22:59:22,249,8.34,3.06,0,1021.29,19.4,59.514,11.323
2019-02-11 23:09:22,293,9.13,5.24,0,1021.39,19.3,60.254,11.416
2019-02-11 23:19:22,264,7.16,2.62,0,1021.47,19.2,59.865,11.224
2019-02-11 23:29:22,263,10.17,2.18,0,1021.49,19.2,59.865,11.224
2019-02-11 23:39:23,261,10.12,2.62,0,1021.55,19.2,59.369,11.099
2019-02-11 23:49:24,237,10.73,5.24,0,1021.41,19.1,58.575,10.803
2019-02-11 23:59:26,234,11.54,4.81,0,1021.39,19,57.98,10.557
2019-02-12 00:09:26,248,16.43,5.68,0,1021.47,18.9,57.347,10.299
2019-02-12 00:19:26,271,11.61,4.37,0,1021.35,18.7,57.515,10.156
2019-02-12 00:29:27,271,11.15,3.06,0,1021.37,18.6,57.988,10.185
2019-02-12 00:39:27,276,11.01,4.81,0,1021.15,18.5,57.972,10.087
2019-02-12 00:49:27,278,15.44,3.92,0,1021.15,18.3,58.255,9.973
2019-02-12 00:59:28,276,13.41,3.5,0,1021.09,18.1,58.445,9.835
2019-02-12 01:09:29,243,9.14,3.06,0,1020.89,18,58.087,9.649
2019-02-12 01:19:28,270,8.2,2.62,0,1020.89,17.8,58.453,9.556
2019-02-12 01:29:29,270,9.08,3.49,0,1020.79,17.7,58.552,9.487
2019-02-12 01:39:30,250,8.87,0,0,1020.71,17.6,58.873,9.475
2019-02-12 01:49:30,259,7.67,2.62,0,1020.71,17.5,58.369,9.254
2019-02-12 01:59:31,260,6.44,1.75,0,1020.59,17.3,57.988,8.97
2019-02-12 02:09:31,258,5.1,0,0,1020.55,17.1,58.087,8.808
2019-02-12 02:19:33,94,5.89,2.19,0,1020.65,16.9,58.011,8.602
2019-02-12 02:29:33,256,5.97,2.19,0,1020.61,16.7,58.4,8.513
2019-02-12 02:39:33,269,5.9,0,0,1020.59,16.5,58.713,8.404
2019-02-12 02:49:34,258,5.92,1.31,0,1020.63,16.4,58.537,8.267
2019-02-12 02:59:34,266,6.47,0,0,1020.53,16.2,58.697,8.12
2019-02-12 03:09:35,242,4.42,2.19,0,1020.67,16,58.636,7.917
2019-02-12 03:19:35,244,5.22,0.87,0,1020.75,15.8,58.766,7.762
2019-02-12 03:29:37,216,5.29,3.06,0,1020.69,15.6,58.728,7.565
2019-02-12 03:39:37,165,5.33,0,0,1020.65,15.5,58.873,7.508
2019-02-12 03:49:37,137,4.14,1.31,0,1020.63,15.4,58.789,7.393
2019-02-12 03:59:38,120,2.73,2.19,0,1020.45,15.2,58.865,7.225
2019-02-12 04:09:39,120,3,0,0,1020.25,15,58.964,7.062
2019-02-12 04:19:39,121,3.81,3.5,0,1020.23,14.9,59.125,7.007
2019-02-12 04:29:39,131,5.19,3.06,0,1020.19,14.7,59.254,6.852
2019-02-12 04:39:40,128,6.61,3.93,0,1020.02,14.6,59.567,6.834
2019-02-12 04:49:46,127,7.24,4.81,0,1019.96,14.5,59.926,6.828
2019-02-12 04:59:43,135,7.04,6.54,0,1019.82,14.3,59.956,6.647
